"t","v","k","N","Source","arith_family","arith_tier"
5,11,936,4667440,"perfect hash family3,1239,827T303","perfect hash family","ARITHMETIC"
5,11,941,4667550,"perfect hash family3,1239,827T298","perfect hash family","ARITHMETIC"
5,11,945,4667630,"perfect hash family3,1239,827T294","perfect hash family","ARITHMETIC"
5,11,952,4728820,"perfect hash family3,1017,679T65","perfect hash family","ARITHMETIC"
5,11,1018,4743450,"perfect hash family3,1018,680","perfect hash family","ARITHMETIC"
5,11,1043,4772710,"perfect hash family3,1092,729T49","perfect hash family","ARITHMETIC"
5,11,1093,4787340,"perfect hash family3,1093,730","perfect hash family","ARITHMETIC"
5,11,1142,4813960,"perfect hash family3,1239,827T97","perfect hash family","ARITHMETIC"
5,11,1239,4827270,"perfect hash family3,1239,827","perfect hash family","ARITHMETIC"
5,11,1240,5506080,"Add 1 factors","Add n factors","ARITHMETIC"
5,11,1260,5603400,"Power N-CT43^2T13T1","Power N-CT","ARITHMETIC"
5,11,1290,5615390,"Power N-CT43^2T13","Power N-CT","ARITHMETIC"
5,11,1339,5621970,"Power N-CT41^2Trin3,3,3","Power N-CT","ARITHMETIC"
5,11,1351,5625730,"Power N-CT47^2Arc(2)T17","Power N-CT","ARITHMETIC"
5,11,1380,5625840,"Power N-CT47^2T17T1","Power N-CT","ARITHMETIC"
5,11,1410,5625950,"Power N-CT47^2T17","Power N-CT","ARITHMETIC"
5,11,1444,5636600,"Power N-CT41^2T3T3","Power N-CT","ARITHMETIC"
5,11,1482,5649910,"Power N-CT41^2T3T2","Power N-CT","ARITHMETIC"
5,11,1558,5651230,"Power N-CT41^2T3","Power N-CT","ARITHMETIC"
5,11,1599,5664540,"Power N-CT41^2T2","Power N-CT","ARITHMETIC"
5,11,1682,5665860,"Power N-CT41^2+1","Power N-CT","ARITHMETIC"
5,11,1683,5725810,"Power N-CT43^2Arc(4)","Power N-CT","ARITHMETIC"
5,11,1723,5737800,"Power N-CT43^2Arc(3)","Power N-CT","ARITHMETIC"
5,11,1764,5749790,"Power N-CT43^2T1T1","Power N-CT","ARITHMETIC"
5,11,1786,5757710,"Power N-CT47^2T9","Power N-CT","ARITHMETIC"
5,11,1806,5761780,"Power N-CT43^2T1","Power N-CT","ARITHMETIC"
5,11,1809,5770910,"Power N-CT47^2Trin1,3,5","Power N-CT","ARITHMETIC"
5,11,1848,5771020,"Power N-CT47^2T5T3","Power N-CT","ARITHMETIC"
5,11,1851,5772010,"Power N-CT47^2Arc(3)T5","Power N-CT","ARITHMETIC"
5,11,1891,5772120,"Power N-CT47^2Arc(2)T5","Power N-CT","ARITHMETIC"
5,11,1932,5772230,"Power N-CT47^2T5T1","Power N-CT","ARITHMETIC"
5,11,1974,5772340,"Power N-CT47^2T5","Power N-CT","ARITHMETIC"
5,11,1981,5784110,"Power N-CT47^2Arc(2)T3","Power N-CT","ARITHMETIC"
5,11,2024,5784220,"Power N-CT47^2T3T1","Power N-CT","ARITHMETIC"
5,11,2068,5784330,"Power N-CT47^2T3","Power N-CT","ARITHMETIC"
5,11,2071,5785320,"Power N-CT47^2Arc(3)","Power N-CT","ARITHMETIC"
5,11,2116,5785430,"Power N-CT47^2T1T1","Power N-CT","ARITHMETIC"
5,11,2162,5785540,"Power N-CT47^2T1","Power N-CT","ARITHMETIC"
5,11,2209,5785650,"Power N-CT47^2","Power N-CT","ARITHMETIC"
5,11,2213,5797800,"perfect hash family9,2213,51","perfect hash family","ARITHMETIC"
5,11,2360,6178190,"perfect hash family4,3125,625T153","perfect hash family","ARITHMETIC"
5,11,2525,6191500,"perfect hash family4,3125,625T120","perfect hash family","ARITHMETIC"
5,11,2620,6192710,"perfect hash family4,3125,625T101","perfect hash family","ARITHMETIC"
5,11,2645,6192820,"perfect hash family4,3125,625T96","perfect hash family","ARITHMETIC"
5,11,2665,6192900,"perfect hash family4,3125,625T92","perfect hash family","ARITHMETIC"
5,11,3070,6309970,"perfect hash family4,3125,625T11","perfect hash family","ARITHMETIC"
5,11,3125,6324600,"perfect hash family4,3125,625","perfect hash family","ARITHMETIC"
5,11,3149,6967490,"Power N-CT67^2T20","Power N-CT","ARITHMETIC"
5,11,3417,6968840,"Power N-CT67^2T16","Power N-CT","ARITHMETIC"
5,11,3721,6983550,"Power N-CT61^2","Power N-CT","ARITHMETIC"
5,11,3738,7071540,"Power N-CT89^2T47","Power N-CT","ARITHMETIC"
5,11,3829,7082580,"Power N-CT79^2Trin2,2,28","Power N-CT","ARITHMETIC"
5,11,3916,7083530,"Power N-CT89^2T45","Power N-CT","ARITHMETIC"
5,11,3927,7083790,"Power N-CT79^2T28T2","Power N-CT","ARITHMETIC"
5,11,4094,7084740,"Power N-CT89^2T43","Power N-CT","ARITHMETIC"
5,11,4183,7084850,"Power N-CT89^2T42","Power N-CT","ARITHMETIC"
5,11,4539,7086200,"Power N-CT89^2T38","Power N-CT","ARITHMETIC"
5,11,4627,7195080,"Power N-CT71^2Trin2,2,2","Power N-CT","ARITHMETIC"
5,11,4761,7208390,"Power N-CT71^2T2T2","Power N-CT","ARITHMETIC"
5,11,4819,7216750,"Power N-CT79^2T18","Power N-CT","ARITHMETIC"
5,11,5429,7217950,"Power N-CT89^2T28","Power N-CT","ARITHMETIC"
5,11,5451,7231380,"Power N-CT79^2T10","Power N-CT","ARITHMETIC"
5,11,6141,7232580,"Power N-CT89^2T20","Power N-CT","ARITHMETIC"
5,11,6853,7245890,"Power N-CT89^2T12","Power N-CT","ARITHMETIC"
5,11,7031,7247100,"Power N-CT89^2T10","Power N-CT","ARITHMETIC"
5,11,7921,7247250,"Power N-CT89^2","Power N-CT","ARITHMETIC"
5,11,7922,8228560,"Add 1 factors","Add n factors","ARITHMETIC"
5,11,8224,8286540,"Power N-CT101^2Arc(9)T12","Power N-CT","ARITH_OPEN"
5,11,8633,8301170,"Power N-CT97^2T8","Power N-CT","ARITHMETIC"
5,11,8639,8359690,"Power N-CT101^2Arc(4)T12","Power N-CT","ARITHMETIC"
5,11,8725,8374320,"Power N-CT101^2Arc(3)T12","Power N-CT","ARITHMETIC"
5,11,8812,8388950,"Power N-CT101^2Arc(2)T12","Power N-CT","ARITHMETIC"
5,11,8900,8403580,"Power N-CT101^2T12T1","Power N-CT","ARITHMETIC"
5,11,9701,8418210,"perfect hash family9,11881,109T20","perfect hash family","ARITHMETIC"
5,11,9706,8491430,"Power N-CT101^2Arc(5)","Power N-CT","ARITHMETIC"
5,11,9803,8506060,"Power N-CT101^2Arc(4)","Power N-CT","ARITHMETIC"
5,11,9901,8520690,"Power N-CT101^2Arc(3)","Power N-CT","ARITHMETIC"
5,11,10000,8524690,"perfect hash family9,12769,113T24","perfect hash family","ARITHMETIC"
6,11,13,3367430,"extended OA (Colbourn)","terminal (search or published array)","TERMINAL_CLAIMED"
6,11,209,23996071,"Add 1 factors","Add n factors","ARITHMETIC"
6,11,210,29293451,"Add 2 factors","Add n factors","ARITHMETIC"
6,11,211,33113421,"Add 3 factors","Add n factors","ARITHMETIC"
6,11,212,34723931,"Add 4 factors","Add n factors","ARITHMETIC"
6,11,215,36250181,"Add 11 factors","Add n factors","ARITHMETIC"
6,11,219,36334441,"Add 11 factors","Add n factors","ARITHMETIC"
6,11,251,52807783,"Add 1 factors","Add n factors","ARITHMETIC"
6,11,252,58105163,"Add 2 factors","Add n factors","ARITHMETIC"
6,11,261,61989660,"perfect hash family4,328,208T67","perfect hash family","ARITHMETIC"
6,11,265,62002970,"perfect hash family4,328,208T63","perfect hash family","ARITHMETIC"
6,11,267,62004180,"perfect hash family4,328,208T61","perfect hash family","ARITHMETIC"
6,11,270,62004290,"perfect hash family4,328,208T58","perfect hash family","ARITHMETIC"
6,11,328,63775840,"perfect hash family4,328,208","perfect hash family","ARITHMETIC"
6,11,329,73287650,"Add 1 factors","Add n factors","ARITHMETIC"
6,11,343,77933620,"perfect hash family5,475,207T66","perfect hash family","ARITHMETIC"
6,11,351,77946930,"perfect hash family5,475,207T62","perfect hash family","ARITHMETIC"
6,11,355,77948140,"perfect hash family5,475,207T60","perfect hash family","ARITHMETIC"
6,11,361,77948250,"perfect hash family5,475,207T57","perfect hash family","ARITHMETIC"
6,11,476,79719800,"perfect hash family5,476,208","perfect hash family","ARITHMETIC"
6,11,483,85020230,"Power CT23^2T2","Power CT","ARITHMETIC"
6,11,484,85032200,"Power CT23^2T1T1","Power CT","ARITHMETIC"
6,11,506,85033540,"Power CT23^2T1","Power CT","ARITHMETIC"
6,11,529,85034880,"Power CT23^2","Power CT","ARITHMETIC"
6,11,568,95663760,"perfect hash family6,568,208","perfect hash family","ARITHMETIC"
6,11,578,103716741,"perfect hash familyD16,578,34^11 17^5","perfect hash family","ARITHMETIC"
6,11,581,103731160,"Power N-CT29^2Arc(4)T6","Power N-CT","ARITHMETIC"
6,11,601,103877570,"Power N-CT29^2Arc(3)T6","Power N-CT","ARITHMETIC"
6,11,622,104023980,"Power N-CT29^2Arc(2)T6","Power N-CT","ARITHMETIC"
6,11,644,104170390,"Power N-CT29^2T6T1","Power N-CT","ARITHMETIC"
6,11,667,104316800,"Power N-CT29^2T6","Power N-CT","ARITHMETIC"
6,11,668,104491040,"Power N-CT31^2Arc(2)T8","Power N-CT","ARITHMETIC"
6,11,690,104505560,"Power N-CT31^2T8T1","Power N-CT","ARITHMETIC"
6,11,713,104520080,"Power N-CT31^2T8","Power N-CT","ARITHMETIC"
6,11,731,105488060,"Power N-CT29^2Arc(4)","Power N-CT","ARITHMETIC"
6,11,757,105634470,"Power N-CT29^2Arc(3)","Power N-CT","ARITHMETIC"
6,11,784,105780880,"Power N-CT29^2T1T1","Power N-CT","ARITHMETIC"
6,11,812,105927290,"Power N-CT29^2T1","Power N-CT","ARITHMETIC"
6,11,842,106073700,"Power N-CT29^2+1","Power N-CT","ARITHMETIC"
6,11,868,106130570,"Power N-CT31^2T3","Power N-CT","ARITHMETIC"
6,11,871,106247940,"Power N-CT31^2Arc(3)","Power N-CT","ARITHMETIC"
6,11,900,106262460,"Power N-CT31^2T1T1","Power N-CT","ARITHMETIC"
6,11,930,106276980,"Power N-CT31^2T1","Power N-CT","ARITHMETIC"
6,11,961,106291500,"Power N-CT31^2","Power N-CT","ARITHMETIC"
6,11,965,106293600,"perfect hash family15,965,35","perfect hash family","ARITHMETIC"
6,11,992,113379700,"Power CT32^2T1","Power CT","ARITHMETIC"
6,11,1027,113379840,"Power CT32^2+3","Power CT","ARITHMETIC"
6,11,1051,116922640,"Power N-CT41^2Trin6,6,6","Power N-CT","ARITHMETIC"
6,11,1085,118532980,"Power N-CT41^2T10T6","Power N-CT","ARITHMETIC"
6,11,1225,118533120,"Power N-CT41^2T6T6","Power N-CT","ARITHMETIC"
6,11,1230,120128940,"Power N-CT41^2T11","Power N-CT","ARITHMETIC"
6,11,1271,120143460,"Power N-CT41^2T10","Power N-CT","ARITHMETIC"
6,11,1435,120143600,"Power N-CT41^2T6","Power N-CT","ARITHMETIC"
6,11,1681,121754080,"Power N-CT41^2","Power N-CT","ARITHMETIC"
6,11,1763,123657410,"Power N-CT43^2T2","Power N-CT","ARITHMETIC"
6,11,1849,123803820,"Power N-CT43^2","Power N-CT","ARITHMETIC"
6,11,1886,123848080,"Power N-CT47^2T6T1","Power N-CT","ARITHMETIC"
6,11,1927,123848120,"Power N-CT47^2T6","Power N-CT","ARITHMETIC"
6,11,1935,123994380,"Power N-CT47^2T4T2","Power N-CT","ARITHMETIC"
6,11,1936,123994450,"Power N-CT47^2Arc(2)T4","Power N-CT","ARITHMETIC"
6,11,1978,123994490,"Power N-CT47^2T4T1","Power N-CT","ARITHMETIC"
6,11,2021,123994530,"Power N-CT47^2T4","Power N-CT","ARITHMETIC"
6,11,2024,124007800,"Power N-CT47^2T3T1","Power N-CT","ARITHMETIC"
6,11,2068,124007840,"Power N-CT47^2T3","Power N-CT","ARITHMETIC"
6,11,2070,124009010,"Power N-CT47^2T2T1","Power N-CT","ARITHMETIC"
6,11,2115,124009050,"Power N-CT47^2T2","Power N-CT","ARITHMETIC"
6,11,2116,124009120,"Power N-CT47^2T1T1","Power N-CT","ARITHMETIC"
6,11,2162,124009160,"Power N-CT47^2T1","Power N-CT","ARITHMETIC"
6,11,2210,124009200,"Power N-CT47^2+1","Power N-CT","ARITHMETIC"
6,11,2211,138494110,"Add 1 factors","Add n factors","ARITHMETIC"
6,11,2304,141402360,"Power N-CT53^2T5T5","Power N-CT","ARITHMETIC"
6,11,2332,142850430,"Power N-CT53^2T9","Power N-CT","ARITHMETIC"
6,11,2385,142851640,"Power N-CT53^2T8","Power N-CT","ARITHMETIC"
6,11,2438,142851750,"Power N-CT53^2T7","Power N-CT","ARITHMETIC"
6,11,2544,142851790,"Power N-CT53^2T5","Power N-CT","ARITHMETIC"
6,11,2810,144301220,"Power N-CT53^2+1","Power N-CT","ARITHMETIC"
6,11,2832,144945310,"Power N-CT59^2T11","Power N-CT","ARITHMETIC"
6,11,2916,146233700,"Power N-CT59^2T5T5","Power N-CT","ARITHMETIC"
6,11,3186,146394740,"Power N-CT59^2T5","Power N-CT","ARITHMETIC"
6,11,3482,146555780,"Power N-CT59^2+1","Power N-CT","ARITHMETIC"
6,11,3483,148019880,"Power N-CT61^2Arc(4)","Power N-CT","ARITHMETIC"
6,11,3541,148166290,"Power N-CT61^2Arc(3)","Power N-CT","ARITHMETIC"
6,11,3600,148312700,"Power N-CT61^2T1T1","Power N-CT","ARITHMETIC"
6,11,3660,148459110,"Power N-CT61^2T1","Power N-CT","ARITHMETIC"
6,11,3721,148605520,"Power N-CT61^2","Power N-CT","ARITHMETIC"
6,11,3730,148642700,"Power N-CT67^2Arc(5)T7","Power N-CT","ARITHMETIC"
6,11,3786,148644020,"Power N-CT67^2Arc(4)T7","Power N-CT","ARITHMETIC"
6,11,3843,148645340,"Power N-CT67^2Arc(3)T7","Power N-CT","ARITHMETIC"
6,11,3901,148646660,"Power N-CT67^2Arc(2)T7","Power N-CT","ARITHMETIC"
6,11,3960,148647980,"Power N-CT67^2T7T1","Power N-CT","ARITHMETIC"
6,11,4020,148649300,"Power N-CT67^2T7","Power N-CT","ARITHMETIC"
6,11,4026,148794390,"Power N-CT67^2T6T1","Power N-CT","ARITHMETIC"
6,11,4087,148795710,"Power N-CT67^2T6","Power N-CT","ARITHMETIC"
6,11,4102,148802420,"Power N-CT67^2Arc(6)","Power N-CT","ARITHMETIC"
6,11,4164,148803740,"Power N-CT67^2Arc(5)","Power N-CT","ARITHMETIC"
6,11,4227,148805060,"Power N-CT67^2Arc(4)","Power N-CT","ARITHMETIC"
6,11,4291,148806380,"Power N-CT67^2Arc(3)","Power N-CT","ARITHMETIC"
6,11,4356,148807700,"Power N-CT67^2T1T1","Power N-CT","ARITHMETIC"
6,11,4422,148809020,"Power N-CT67^2T1","Power N-CT","ARITHMETIC"
6,11,4489,148810340,"Power N-CT67^2","Power N-CT","ARITHMETIC"
6,11,4490,148811040,"Power N-CT67^2+1","Power N-CT","ARITHMETIC"
6,11,4556,152353810,"Power N-CT73^2T6T5","Power N-CT","ARITHMETIC"
6,11,4624,152353860,"Power N-CT73^2T5T5","Power N-CT","ARITHMETIC"
6,11,4818,153640870,"Power N-CT73^2T7","Power N-CT","ARITHMETIC"
6,11,4891,153642190,"Power N-CT73^2T6","Power N-CT","ARITHMETIC"
6,11,4964,153642240,"Power N-CT73^2T5","Power N-CT","ARITHMETIC"
6,11,5330,154930620,"Power N-CT73^2+1","Power N-CT","ARITHMETIC"
6,11,5478,155573350,"Power N-CT83^2T17","Power N-CT","ARITHMETIC"
6,11,5561,155574670,"Power N-CT83^2T16","Power N-CT","ARITHMETIC"
6,11,5644,155574720,"Power N-CT83^2T15","Power N-CT","ARITHMETIC"
6,11,6142,156863100,"Power N-CT83^2T9","Power N-CT","ARITHMETIC"
6,11,6889,157024140,"Power N-CT83^2","Power N-CT","ARITHMETIC"
6,11,6894,159117660,"perfect hash family13,6894,88","perfect hash family","ARITHMETIC"
6,11,6919,159264070,"Power N-CT89^2Arc(12)","Power N-CT","ARITHMETIC"
6,11,6997,159410480,"Power N-CT89^2Arc(11)","Power N-CT","ARITHMETIC"
6,11,7076,159556890,"Power N-CT89^2Arc(10)","Power N-CT","ARITHMETIC"
6,11,7382,159599240,"Power N-CT101^2Arc(13)T18","Power N-CT","ARITH_OPEN"
6,11,7822,159760280,"Power N-CT101^2Arc(13)T13","Power N-CT","ARITH_OPEN"
6,11,8438,159906690,"Power N-CT101^2Arc(13)T6","Power N-CT","ARITH_OPEN"
6,11,8614,159920000,"Power N-CT101^2Arc(13)T4","Power N-CT","ARITH_OPEN"
6,11,8790,159921210,"Power N-CT101^2Arc(13)T2","Power N-CT","ARITH_OPEN"
6,11,8839,161154090,"Power N-CT97^2Trin2,2,2","Power N-CT","ARITHMETIC"
6,11,9025,161167400,"Power N-CT97^2T2T2","Power N-CT","ARITHMETIC"
6,11,9215,161180710,"Power N-CT97^2T2","Power N-CT","ARITHMETIC"
6,11,9409,161194020,"Power N-CT97^2","Power N-CT","ARITHMETIC"
6,11,9412,161209750,"Power N-CT97^2+3","Power N-CT","ARITHMETIC"
6,11,9421,167652450,"Power N-CT101^2Arc(8)","Power N-CT","ARITHMETIC"
6,11,9515,168940990,"Power N-CT101^2Arc(7)","Power N-CT","ARITHMETIC"
6,11,9610,170229530,"Power N-CT101^2Arc(6)","Power N-CT","ARITHMETIC"
6,11,9706,171518070,"Power N-CT101^2Arc(5)","Power N-CT","ARITHMETIC"
6,11,9803,172806610,"Power N-CT101^2Arc(4)","Power N-CT","ARITHMETIC"
6,11,9901,174095150,"Power N-CT101^2Arc(3)","Power N-CT","ARITHMETIC"
6,11,10000,175383690,"Power N-CT101^2T1T1","Power N-CT","ARITHMETIC"
2,12,9,159,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,10,160,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,11,162,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,13,164,"orthogonal array fuse postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,17,188,"Fix 1 symbols (LCDST)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,22,227,"Fix 2 symbols (LCDST) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,24,232,"Fix 3 symbols (LCDST) postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,27,245,"Fix 4 symbols (LCDST)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,28,254,"Fix 4 symbols (LCDST)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,29,262,"Fix 4 symbols (LCDST)","terminal (search or published array)","TERMINAL_CLAIMED"
2,12,98,290,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,126,303,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,140,304,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,154,306,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,155,307,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,169,308,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,183,309,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,196,310,"Direct product","Direct product","ARITH_OPEN"
2,12,197,311,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,211,312,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,225,323,"Direct product postop TJ-SA","Direct product","ARITH_BOUND_ONLY"
2,12,226,324,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,227,331,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,229,332,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,237,341,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,238,342,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,241,343,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,255,344,"Direct product","Direct product","ARITHMETIC"
2,12,270,354,"PCAxPCA postop TJ-SA",NA,"NOT_ATTEMPTED"
2,12,288,364,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,294,372,"Direct product","Direct product","ARITH_OPEN"
2,12,295,373,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,305,375,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,12,308,381,"Direct product","Direct product","ARITH_OPEN"
2,12,330,383,"Direct product","Direct product","ARITHMETIC"
2,12,336,386,"Direct product","Direct product","ARITH_OPEN"
2,12,360,388,"Direct product","Direct product","ARITHMETIC"
2,12,375,398,"Direct product","Direct product","ARITHMETIC"
2,12,378,399,"Direct product","Direct product","ARITH_OPEN"
2,12,405,401,"Direct product","Direct product","ARITHMETIC"
2,12,420,410,"Direct product","Direct product","ARITHMETIC"
2,12,429,411,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,431,416,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,435,418,"Direct product","Direct product","ARITHMETIC"
2,12,658,420,"Direct product","Direct product","ARITH_OPEN"
2,12,665,421,"Direct product","Direct product","ARITHMETIC"
2,12,679,422,"Direct product","Direct product","ARITHMETIC"
2,12,714,423,"Direct product","Direct product","ARITHMETIC"
2,12,721,424,"Direct product","Direct product","ARITHMETIC"
2,12,728,426,"Direct product","Direct product","ARITHMETIC"
2,12,735,428,"Direct product","Direct product","ARITHMETIC"
2,12,1260,432,"Direct product","Direct product","ARITH_OPEN"
2,12,1365,434,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1429,438,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1442,439,"Direct product","Direct product","ARITH_OPEN"
2,12,1443,440,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1457,441,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1470,443,"Direct product","Direct product","ARITH_OPEN"
2,12,1501,444,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1755,447,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,1950,448,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2145,450,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2171,451,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2366,452,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2561,453,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2730,454,"Direct product","Direct product","ARITH_OPEN"
2,12,2756,455,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,2954,456,"Direct product","Direct product","ARITH_OPEN"
2,12,2955,465,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3021,466,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3175,467,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3209,468,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3223,475,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3360,476,"Direct product","Direct product","ARITHMETIC"
2,12,3397,479,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3409,480,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3410,486,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3452,487,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3587,488,"Direct product","Direct product","ARITHMETIC"
2,12,3793,496,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,3841,499,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3885,500,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3893,504,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,3895,505,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4017,507,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,12,4066,510,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4110,511,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4115,513,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4116,514,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4140,515,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4156,516,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4160,517,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4241,518,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,12,4335,520,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,4380,522,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4390,525,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4392,526,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4642,527,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,4680,529,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,4689,531,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,5064,532,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,5085,539,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,5286,541,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,5403,543,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,5490,544,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,5697,545,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,5783,552,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,5928,553,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,12,5993,554,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6005,555,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6075,556,"Direct product generalized","Direct product","ARITH_INFERRED"
2,12,6372,557,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6400,558,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6407,559,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6414,561,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,6451,562,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,9165,564,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,9217,566,"Direct product generalized","Direct product","ARITH_INFERRED"
2,12,9555,567,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,9690,568,"Direct product","Direct product","ARITHMETIC"
2,12,9894,569,"Direct product","Direct product","ARITHMETIC"
2,12,10404,570,"Direct product","Direct product","ARITHMETIC"
2,12,10506,571,"Direct product","Direct product","ARITHMETIC"
2,12,10609,572,"Direct product","Direct product","ARITHMETIC"
2,12,10712,574,"Direct product","Direct product","ARITHMETIC"
2,12,17556,576,"Direct product","Direct product","ARITH_OPEN"
2,12,17680,578,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,18525,579,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,18577,580,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,19045,581,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,19916,582,"Direct product generalized","Direct product","ARITH_OPEN"
2,12,20000,583,"Direct product generalized","Direct product","ARITH_OPEN"
3,12,12,2158,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,13,2164,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,14,2170,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,15,3486,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,16,3564,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,17,3615,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,18,3647,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,12,20,3806,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,12,22,3828,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
